"Date","Price","Open","High","Low","Vol.","Change %"
"08-08-2023","19,722.75","19,774.75","19,780.80","19,700.00","198.80K","-0.23%"
"07-08-2023","19,767.55","19,717.95","19,789.00","19,687.20","304.60K","0.40%"
"04-08-2023","19,688.50","19,605.80","19,705.00","19,594.25","359.50K","0.55%"
"03-08-2023","19,580.05","19,669.90","19,713.00","19,503.00","705.20K","-0.69%"
"02-08-2023","19,716.05","19,872.05","19,888.60","19,643.00","557.80K","-1.09%"
"01-08-2023","19,932.90","19,972.15","19,987.30","19,913.05","158.85K","-0.18%"
"31-07-2023","19,969.65","19,895.00","19,983.15","19,840.05","236.85K","0.44%"
"28-07-2023","19,881.40","19,902.00","19,911.10","19,805.80","709.50K","0.35%"
"27-07-2023","19,811.40","19,951.10","19,988.40","19,751.05","9.27M","-0.39%"
"26-07-2023","19,889.95","19,845.10","19,944.00","19,832.50","4.44M","0.37%"
"25-07-2023","19,815.95","19,811.10","19,845.00","19,757.60","3.41M","0.02%"
"24-07-2023","19,811.50","19,932.00","19,932.00","19,800.90","2.74M","-0.41%"
"21-07-2023","19,892.75","19,950.00","20,007.25","19,855.05","1.85M","-0.88%"
"20-07-2023","20,068.55","19,941.70","20,080.00","19,900.90","1.45M","0.62%"
"19-07-2023","19,944.85","19,879.05","19,968.00","19,849.15","890.95K","0.40%"
"18-07-2023","19,864.50","19,853.00","19,917.55","19,805.00","742.05K","0.24%"
"17-07-2023","19,816.40","19,717.00","19,835.00","19,696.00","688.05K","0.61%"
"14-07-2023","19,695.50","19,620.75","19,721.00","19,575.00","442.65K","0.61%"
"13-07-2023","19,575.25","19,625.00","19,702.40","19,554.00","629.60K","0.08%"
"12-07-2023","19,560.20","19,623.45","19,641.70","19,550.90","220.20K","-0.20%"
"11-07-2023","19,599.60","19,546.00","19,649.00","19,544.25","321.75K","0.48%"
"10-07-2023","19,505.15","19,543.95","19,566.25","19,472.00","269.75K","0.07%"
"07-07-2023","19,492.30","19,575.00","19,654.70","19,476.05","515.20K","-0.69%"
"06-07-2023","19,626.80","19,535.00","19,642.40","19,530.05","321.30K","0.33%"
"05-07-2023","19,562.05","19,529.70","19,575.00","19,510.00","286.15K","0.07%"
"04-07-2023","19,548.75","19,530.00","19,586.65","19,463.80","370.15K","0.27%"
"03-07-2023","19,495.65","19,400.00","19,505.15","19,381.30","399.70K","0.76%"
"30-06-2023","19,348.90","19,160.00","19,358.55","19,159.60","515.05K","1.45%"
"28-06-2023","19,072.45","18,975.00","19,107.60","18,947.50","7.61M","0.81%"
"27-06-2023","18,919.30","18,840.00","18,930.00","18,822.60","4.56M","0.60%"
"26-06-2023","18,806.30","18,790.05","18,830.90","18,753.00","2.23M","0.05%"
"23-06-2023","18,797.10","18,899.75","18,899.75","18,790.00","1.40M","-0.63%"
"22-06-2023","18,916.95","18,979.65","19,000.00","18,892.55","1.23M","-0.34%"
"21-06-2023","18,981.95","18,950.00","18,992.80","18,921.40","567.80K","0.14%"
"20-06-2023","18,954.90","18,900.05","18,970.00","18,810.00","617.60K","0.13%"
"19-06-2023","18,929.60","19,003.50","19,003.55","18,880.00","504.35K","-0.25%"
"16-06-2023","18,977.60","18,850.00","19,030.00","18,850.00","523.85K","0.79%"
"15-06-2023","18,828.15","18,865.50","18,939.55","18,818.60","412.65K","-0.36%"
"14-06-2023","18,896.20","18,875.00","18,908.50","18,831.25","336.05K","0.21%"
"13-06-2023","18,856.90","18,799.05","18,860.00","18,788.00","255.35K","0.46%"
"12-06-2023","18,770.05","18,731.00","18,787.00","18,710.05","183.20K","0.27%"
"09-06-2023","18,719.55","18,799.95","18,817.05","18,706.55","293.50K","-0.38%"
"08-06-2023","18,791.80","18,885.00","18,915.00","18,776.80","394.85K","-0.44%"
"07-06-2023","18,874.00","18,812.75","18,881.00","18,778.50","367.05K","0.66%"
"06-06-2023","18,751.10","18,762.00","18,778.00","18,687.40","299.15K","-0.13%"
"05-06-2023","18,774.70","18,770.40","18,803.65","18,753.75","229.65K","0.30%"
"02-06-2023","18,718.75","18,694.90","18,750.00","18,639.30","301.30K","0.37%"
"01-06-2023","18,650.35","18,702.00","18,735.00","18,633.80","229.15K","-0.31%"
"31-05-2023","18,708.25","18,740.05","18,749.90","18,647.00","323.30K","-0.40%"
"30-05-2023","18,783.80","18,745.95","18,809.00","18,724.05","244.45K","0.20%"
"29-05-2023","18,745.95","18,740.00","18,786.30","18,720.70","302.65K","0.57%"
"26-05-2023","18,640.15","18,495.00","18,655.00","18,483.80","448.25K","1.19%"
"25-05-2023","18,420.25","18,349.90","18,438.95","18,290.00","7.74M","0.19%"
"24-05-2023","18,384.80","18,400.05","18,481.00","18,354.20","5.23M","-0.32%"
"23-05-2023","18,444.05","18,424.95","18,506.90","18,420.55","2.99M","0.22%"
"22-05-2023","18,403.80","18,295.15","18,420.00","18,270.00","2.40M","0.56%"
"19-05-2023","18,301.75","18,277.00","18,314.20","18,163.60","1.29M","0.31%"
"18-05-2023","18,245.05","18,345.00","18,386.65","18,223.00","734.95K","-0.25%"
"17-05-2023","18,291.25","18,389.85","18,389.85","18,230.00","963.85K","-0.54%"
"16-05-2023","18,390.50","18,425.15","18,501.40","18,375.00","502.85K","-0.45%"
"15-05-2023","18,473.95","18,360.05","18,525.00","18,349.10","545.30K","0.43%"
"12-05-2023","18,394.85","18,360.00","18,425.00","18,283.80","485.10K","-0.06%"
"11-05-2023","18,406.15","18,420.00","18,448.95","18,376.25","496.95K","0.03%"
"10-05-2023","18,401.00","18,399.00","18,417.70","18,318.00","671.10K","0.17%"
"09-05-2023","18,369.80","18,400.00","18,448.60","18,340.05","347.15K","-0.06%"
"08-05-2023","18,381.55","18,200.85","18,409.00","18,200.85","515.25K","0.99%"
"05-05-2023","18,200.85","18,301.00","18,334.45","18,188.80","553.55K","-0.86%"
"04-05-2023","18,358.95","18,198.05","18,379.45","18,175.00","388.20K","0.80%"
"03-05-2023","18,213.65","18,225.35","18,239.95","18,166.00","290.65K","-0.32%"
"02-05-2023","18,271.35","18,235.50","18,304.15","18,217.75","391.45K","0.17%"
"01-05-2023","18,240.20","18,209.25","18,279.25","18,201.75","","0.40%"
"28-04-2023","18,167.25","18,099.00","18,185.70","18,031.00","515.00K","0.98%"
"27-04-2023","17,991.75","17,889.65","18,000.00","17,828.00","6.48M","0.56%"
"26-04-2023","17,892.05","17,831.95","17,902.95","17,790.55","4.30M","0.22%"
"25-04-2023","17,852.50","17,830.05","17,889.50","17,796.90","2.96M","0.17%"
"24-04-2023","17,821.65","17,750.00","17,831.75","17,694.05","1.80M","0.60%"
"21-04-2023","17,714.65","17,721.75","17,747.30","17,644.10","815.00K","0.02%"
"20-04-2023","17,711.75","17,730.75","17,780.00","17,672.90","820.05K","0.00%"
"19-04-2023","17,711.70","17,765.05","17,772.90","17,686.95","470.20K","-0.34%"
"18-04-2023","17,772.25","17,813.30","17,836.75","17,720.80","526.25K","-0.26%"
"17-04-2023","17,818.70","17,914.30","17,914.30","17,705.55","839.25K","-0.04%"
"14-04-2023","17,825.20","17,848.00","17,929.80","17,793.20","","-0.61%"
"13-04-2023","17,934.10","17,900.00","17,942.95","17,835.00","393.70K","0.11%"
"12-04-2023","17,914.35","17,855.55","17,930.00","17,838.00","360.90K","0.38%"
"11-04-2023","17,846.25","17,780.00","17,866.40","17,775.00","360.75K","0.58%"
"10-04-2023","17,742.95","17,750.95","17,814.20","17,719.00","427.10K","0.16%"
"07-04-2023","17,714.75","17,681.50","17,729.20","17,677.00","","0.03%"
"06-04-2023","17,709.65","17,659.95","17,776.55","17,625.00","523.20K","0.15%"
"05-04-2023","17,683.30","17,564.00","17,691.95","17,547.20","550.05K","0.82%"
"04-04-2023","17,539.20","17,492.25","17,579.25","17,484.00","","0.00%"
"03-04-2023","17,539.35","17,569.80","17,569.80","17,450.00","961.30K","0.24%"
"31-03-2023","17,497.65","17,295.00","17,516.05","17,270.15","1.46M","1.43%"
"30-03-2023","17,251.00","17,183.75","17,275.00","17,140.20","","0.22%"
"29-03-2023","17,213.10","17,090.00","17,239.00","17,052.00","11.68M","0.82%"
"28-03-2023","17,072.80","17,135.00","17,175.00","17,030.00","5.20M","-0.24%"
"27-03-2023","17,114.10","17,070.00","17,210.50","17,030.00","4.25M","0.39%"
"24-03-2023","17,047.90","17,183.60","17,209.90","17,022.85","2.31M","-0.80%"
"23-03-2023","17,185.65","17,245.00","17,330.00","17,165.00","1.41M","-0.53%"
"22-03-2023","17,277.50","17,261.60","17,327.90","17,237.30","785.55K","0.15%"
"21-03-2023","17,252.15","17,193.95","17,275.60","17,145.00","1.05M","0.76%"
"20-03-2023","17,121.60","17,217.80","17,225.05","16,964.00","2.04M","-0.89%"
"17-03-2023","17,275.45","17,264.00","17,299.00","17,120.00","1.08M","0.77%"
"16-03-2023","17,143.55","17,105.05","17,224.40","17,017.00","1.47M","0.05%"
"15-03-2023","17,134.85","17,325.00","17,362.05","17,107.85","798.10K","-0.53%"
"14-03-2023","17,226.15","17,305.85","17,380.00","17,172.90","1.49M","-0.46%"
"13-03-2023","17,305.85","17,550.00","17,674.60","17,264.05","1.17M","-1.45%"
"10-03-2023","17,560.05","17,621.85","17,621.85","17,477.00","687.70K","-1.07%"
"09-03-2023","17,749.75","17,871.65","17,917.30","17,740.00","540.55K","-0.81%"
"08-03-2023","17,894.25","17,815.30","17,904.65","17,757.00","400.75K","1.00%"
"07-03-2023","17,717.80","17,770.00","17,864.50","17,697.50","","-0.87%"
"06-03-2023","17,873.80","17,807.25","17,959.75","17,807.25","489.80K","0.58%"
"03-03-2023","17,770.30","17,587.30","17,823.45","17,574.60","685.60K","1.54%"
"02-03-2023","17,500.35","17,594.95","17,619.75","17,482.90","373.25K","-0.76%"
"01-03-2023","17,634.05","17,526.00","17,648.00","17,509.30","324.95K","0.74%"
"28-02-2023","17,504.30","17,590.05","17,628.45","17,450.00","393.60K","-0.51%"
"27-02-2023","17,594.60","17,600.55","17,649.45","17,495.50","567.75K","-0.36%"
"24-02-2023","17,659.00","17,734.00","17,796.00","17,611.20","689.65K","0.20%"
"23-02-2023","17,623.00","17,660.00","17,728.00","17,556.00","9.56M","-0.22%"
"22-02-2023","17,662.05","17,875.00","17,886.55","17,629.10","6.47M","-1.58%"
"21-02-2023","17,946.10","17,991.65","18,035.90","17,910.95","3.57M","-0.15%"
"20-02-2023","17,972.35","18,071.00","18,112.00","17,947.00","2.30M","-0.48%"
"17-02-2023","18,058.20","18,121.25","18,147.20","18,004.40","1.20M","-0.59%"
"16-02-2023","18,165.45","18,194.95","18,247.45","18,153.05","980.70K","0.17%"
"15-02-2023","18,135.20","18,006.00","18,150.00","17,977.20","681.35K","0.51%"
"14-02-2023","18,042.70","17,911.35","18,065.00","17,911.30","667.60K","0.79%"
"13-02-2023","17,902.00","17,977.55","17,997.35","17,853.20","510.45K","-0.42%"
"10-02-2023","17,977.55","17,961.80","17,998.00","17,925.00","399.50K","-0.40%"
"09-02-2023","18,049.15","18,009.00","18,071.85","17,927.00","424.00K","0.22%"
"08-02-2023","18,009.90","17,895.95","18,036.90","17,891.00","582.05K","0.71%"
"07-02-2023","17,883.35","17,925.00","17,964.55","17,809.00","445.15K","-0.12%"
"06-02-2023","17,905.45","17,950.05","17,964.95","17,846.10","389.55K","-0.51%"
"03-02-2023","17,996.90","17,825.00","18,019.75","17,734.00","615.60K","1.20%"
"02-02-2023","17,784.05","17,705.00","17,833.00","17,622.75","592.50K","0.02%"
"01-02-2023","17,780.15","17,999.75","18,155.00","17,576.10","1.29M","-0.65%"
"31-01-2023","17,897.25","17,815.20","17,927.45","17,731.00","603.50K","0.37%"
"30-01-2023","17,831.15","17,717.80","17,913.80","17,615.15","657.60K","0.30%"
"27-01-2023","17,778.50","18,070.00","18,070.00","17,673.15","846.55K","-1.41%"
"26-01-2023","18,032.20","17,961.50","18,061.00","17,940.75","","0.26%"
"25-01-2023","17,985.90","18,184.25","18,215.00","17,934.05","10.13M","-1.25%"
"24-01-2023","18,212.85","18,254.00","18,300.00","18,183.00","4.49M","-0.08%"
"23-01-2023","18,228.10","18,171.95","18,274.30","18,171.95","3.65M","0.53%"
"20-01-2023","18,131.60","18,200.00","18,247.45","18,115.00","2.03M","-0.37%"
"19-01-2023","18,198.45","18,269.95","18,269.95","18,166.00","788.40K","-0.44%"
"18-01-2023","18,278.60","18,178.15","18,301.00","18,145.95","1.11M","0.66%"
"17-01-2023","18,158.10","18,029.95","18,174.00","17,995.80","812.40K","0.79%"
"16-01-2023","18,015.50","18,139.65","18,169.70","17,966.10","583.45K","-0.45%"
"13-01-2023","18,097.60","17,999.00","18,153.85","17,911.00","616.60K","0.59%"
"12-01-2023","17,991.25","18,060.90","18,084.90","17,894.30","628.55K","-0.22%"
"11-01-2023","18,031.20","18,050.05","18,129.20","17,960.25","461.85K","-0.12%"
"10-01-2023","18,052.75","18,223.80","18,223.85","17,995.55","567.65K","-1.03%"
"09-01-2023","18,240.05","18,027.85","18,287.50","18,027.85","818.05K","1.29%"
"06-01-2023","18,008.35","18,127.55","18,194.95","17,941.50","730.75K","-0.67%"
"05-01-2023","18,130.70","18,196.50","18,255.00","18,032.00","662.00K","-0.21%"
"04-01-2023","18,169.40","18,381.70","18,381.70","18,155.30","728.50K","-1.21%"
"03-01-2023","18,391.80","18,319.00","18,405.00","18,290.00","350.45K","0.21%"
"02-01-2023","18,352.85","18,308.25","18,369.00","18,250.00","290.45K","0.34%"
"30-12-2022","18,290.75","18,410.05","18,450.00","18,260.00","616.50K","-0.01%"
"29-12-2022","18,292.25","18,175.00","18,305.00","18,091.95","8.77M","0.29%"
"28-12-2022","18,238.65","18,199.00","18,290.00","18,185.05","4.63M","-0.07%"
"27-12-2022","18,251.60","18,182.75","18,266.60","18,080.30","4.32M","0.65%"
"26-12-2022","18,134.45","17,975.00","18,213.20","17,941.55","3.50M","0.90%"
"23-12-2022","17,973.30","18,150.00","18,219.70","17,941.15","3.06M","-1.64%"
"22-12-2022","18,273.85","18,430.00","18,455.65","18,221.15","1.99M","-0.57%"
"21-12-2022","18,378.75","18,574.95","18,610.00","18,335.05","1.65M","-0.81%"
"20-12-2022","18,528.80","18,570.85","18,576.50","18,346.00","1.62M","-0.39%"
"19-12-2022","18,601.00","18,498.00","18,617.15","18,421.20","884.25K","0.85%"
"16-12-2022","18,443.40","18,490.30","18,600.00","18,430.00","979.10K","-0.75%"
"15-12-2022","18,581.90","18,830.00","18,832.00","18,557.50","720.00K","-1.45%"
"14-12-2022","18,855.20","18,849.85","18,906.90","18,829.90","330.10K","0.22%"
"13-12-2022","18,813.75","18,719.50","18,827.80","18,692.00","302.60K","0.52%"
"12-12-2022","18,717.25","18,639.95","18,747.00","18,581.20","417.70K","0.10%"
"09-12-2022","18,698.90","18,850.00","18,878.95","18,634.05","515.05K","-0.68%"
"08-12-2022","18,826.55","18,790.05","18,844.00","18,750.00","262.65K","0.24%"
"07-12-2022","18,780.90","18,860.00","18,879.40","18,761.75","319.50K","-0.51%"
"06-12-2022","18,877.85","18,841.50","18,894.00","18,793.90","341.15K","-0.22%"
"05-12-2022","18,918.85","18,922.35","18,970.45","18,817.30","359.10K","-0.01%"
"02-12-2022","18,919.85","19,004.70","19,023.50","18,866.50","455.05K","-0.63%"
"01-12-2022","19,040.65","19,000.00","19,092.05","18,985.50","475.75K","0.39%"
"30-11-2022","18,967.15","18,849.00","18,999.25","18,823.35","470.50K","0.71%"
"29-11-2022","18,833.70","18,793.45","18,893.30","18,788.80","430.00K","0.19%"
"28-11-2022","18,797.65","18,698.80","18,843.75","18,684.65","417.80K","0.24%"
"25-11-2022","18,751.90","18,720.70","18,770.00","18,688.00","459.65K","0.68%"
"24-11-2022","18,626.15","18,431.50","18,659.50","18,413.00","9.50M","1.25%"
"23-11-2022","18,396.85","18,401.05","18,451.00","18,378.35","4.94M","0.13%"
"22-11-2022","18,373.85","18,315.00","18,388.85","18,265.00","2.79M","0.49%"
"21-11-2022","18,284.05","18,385.10","18,385.10","18,251.00","2.24M","-0.86%"
"18-11-2022","18,442.90","18,476.05","18,510.00","18,350.15","1.46M","-0.15%"
"17-11-2022","18,470.65","18,498.65","18,559.70","18,441.20","802.55K","-0.37%"
"16-11-2022","18,539.55","18,545.00","18,578.00","18,482.00","809.50K","-0.08%"
"15-11-2022","18,554.30","18,500.00","18,580.00","18,437.30","682.20K","0.46%"
"14-11-2022","18,468.55","18,531.05","18,561.40","18,454.55","623.85K","-0.25%"
"11-11-2022","18,514.45","18,420.00","18,600.00","18,405.00","1.02M","1.83%"
"10-11-2022","18,182.35","18,201.35","18,245.40","18,125.00","607.10K","-0.64%"
"09-11-2022","18,299.95","18,410.80","18,451.60","18,270.40","556.05K","-0.45%"
"08-11-2022","18,382.75","18,375.25","18,436.00","18,283.50","","0.65%"
"07-11-2022","18,264.15","18,294.90","18,308.50","18,119.50","8.56M","0.39%"
"04-11-2022","18,194.00","18,135.00","18,220.80","18,069.85","6.01M","0.42%"
"03-11-2022","18,118.80","18,046.90","18,158.85","18,008.00","7.81M","-0.15%"
"02-11-2022","18,146.75","18,227.00","18,229.45","18,117.05","5.78M","-0.35%"
"01-11-2022","18,211.20","18,161.10","18,225.00","18,112.00","8.07M","0.89%"
"31-10-2022","18,051.05","17,948.00","18,061.75","17,926.10","6.52M","1.24%"
"28-10-2022","17,830.20","17,781.00","17,887.10","17,773.30","8.10M","0.53%"
"27-10-2022","17,736.95","17,795.10","17,818.55","17,655.00","9.34M","-0.93%"
"26-10-2022","17,903.50","17,793.00","17,981.25","17,787.50","","1.41%"
"25-10-2022","17,654.95","17,772.10","17,790.00","17,642.60","7.87M","-0.44%"
"24-10-2022","17,732.55","17,730.00","17,807.05","17,716.55","4.04M","0.96%"
"21-10-2022","17,564.45","17,588.00","17,665.50","17,495.00","9.12M","0.14%"
"20-10-2022","17,540.70","17,408.00","17,560.00","17,385.30","9.48M","0.26%"
"19-10-2022","17,494.65","17,535.10","17,599.35","17,457.00","8.51M","-0.04%"
"18-10-2022","17,502.00","17,443.00","17,538.65","17,432.00","9.53M","1.17%"
"17-10-2022","17,300.30","17,155.00","17,324.00","17,100.00","8.99M","0.61%"
"14-10-2022","17,195.50","17,299.75","17,367.00","17,175.00","12.88M","1.09%"
"13-10-2022","17,010.85","17,085.25","17,086.80","16,927.00","10.49M","-0.61%"
"12-10-2022","17,114.80","17,011.00","17,133.90","16,951.05","11.37M","0.80%"
"11-10-2022","16,978.20","17,220.00","17,239.00","16,951.00","10.60M","-1.45%"
"10-10-2022","17,227.45","17,100.00","17,278.85","17,050.00","12.68M","-0.59%"
"07-10-2022","17,328.85","17,301.10","17,353.95","17,220.30","8.89M","0.02%"
"06-10-2022","17,325.45","17,421.20","17,444.00","17,313.00","9.18M","-0.37%"
"05-10-2022","17,390.25","17,355.00","17,494.50","17,281.75","","0.56%"
"04-10-2022","17,293.00","17,140.00","17,309.00","17,125.00","11.63M","2.35%"
"03-10-2022","16,895.65","17,021.00","17,105.00","16,858.00","12.49M","-1.21%"
"30-09-2022","17,103.20","16,815.00","17,209.60","16,764.25","14.77M","1.70%"
"29-09-2022","16,818.10","16,981.30","17,042.95","16,786.05","8.85M","-0.24%"
"28-09-2022","16,858.70","16,863.05","17,033.00","16,833.70","12.06M","-0.94%"
"27-09-2022","17,018.65","17,099.85","17,174.90","16,946.00","11.82M","-0.37%"
"26-09-2022","17,082.15","17,305.00","17,305.00","17,038.75","4.00M","-1.79%"
"23-09-2022","17,394.20","17,650.20","17,691.75","17,352.40","2.44M","-1.77%"
"22-09-2022","17,707.75","17,677.00","17,800.00","17,605.15","2.14M","-0.44%"
"21-09-2022","17,786.10","17,855.00","17,894.25","17,721.00","1.25M","-0.49%"
"20-09-2022","17,874.05","17,814.70","17,987.45","17,709.85","1.23M","1.08%"
"19-09-2022","17,683.10","17,570.25","17,743.20","17,514.20","986.95K","0.34%"
"16-09-2022","17,623.30","17,886.35","17,886.35","17,584.00","1.35M","-1.81%"
"15-09-2022","17,948.70","18,084.70","18,150.00","17,927.90","863.35K","-0.69%"
"14-09-2022","18,073.45","17,900.85","18,157.60","17,870.40","919.10K","-0.45%"
"13-09-2022","18,155.30","18,094.80","18,169.60","18,086.50","551.00K","0.77%"
"12-09-2022","18,016.20","17,949.40","18,070.00","17,941.75","436.70K","0.55%"
"09-09-2022","17,917.45","17,958.00","17,997.10","17,860.00","508.65K","0.25%"
"08-09-2022","17,873.45","17,810.00","17,884.15","17,751.00","485.10K","0.98%"
"07-09-2022","17,700.45","17,625.00","17,728.95","17,580.00","380.00K","-0.19%"
"06-09-2022","17,734.35","17,775.00","17,836.60","17,656.00","432.15K","-0.14%"
"05-09-2022","17,759.65","17,698.65","17,774.80","17,601.60","405.25K","0.80%"
"02-09-2022","17,618.10","17,672.45","17,713.55","17,551.00","562.95K","-0.12%"
"01-09-2022","17,638.65","17,610.00","17,790.70","17,542.30","795.65K","0.67%"
"31-08-2022","17,521.50","17,620.00","17,673.80","17,472.75","","-1.98%"
"30-08-2022","17,876.25","17,497.95","17,894.95","17,497.90","745.90K","2.58%"
"29-08-2022","17,425.80","17,335.85","17,493.20","17,136.65","871.70K","-1.61%"
"26-08-2022","17,710.30","17,700.00","17,815.00","17,663.35","587.80K","0.69%"
"25-08-2022","17,588.40","17,768.80","17,823.85","17,536.00","10.76M","-0.63%"
"24-08-2022","17,699.25","17,731.00","17,731.00","17,575.00","5.84M","0.19%"
"23-08-2022","17,665.55","17,536.00","17,723.95","17,464.90","5.78M","0.51%"
"22-08-2022","17,575.25","17,763.00","17,777.55","17,555.00","3.05M","-1.50%"
"19-08-2022","17,843.45","18,057.35","18,108.70","17,800.00","2.29M","-1.20%"
"18-08-2022","18,059.75","18,032.15","18,086.80","17,942.55","1.28M","0.05%"
"17-08-2022","18,050.35","17,961.55","18,066.50","17,939.90","918.75K","0.73%"
"16-08-2022","17,919.10","17,884.95","17,931.85","17,845.40","754.25K","0.42%"
"15-08-2022","17,844.75","17,833.50","17,857.50","17,757.50","","0.35%"
"12-08-2022","17,782.15","17,771.65","17,819.00","17,692.00","642.15K","0.16%"
"11-08-2022","17,753.15","17,786.95","17,799.95","17,726.00","654.95K","0.72%"
"10-08-2022","17,626.65","17,641.85","17,650.00","17,525.05","656.65K","0.69%"
"09-08-2022","17,506.25","17,553.00","17,578.00","17,495.50","","-0.65%"
"08-08-2022","17,620.40","17,481.65","17,647.00","17,447.40","757.10K","0.77%"
"05-08-2022","17,485.45","17,444.85","17,577.15","17,435.25","819.65K","0.17%"
"04-08-2022","17,455.10","17,528.95","17,567.00","17,245.50","1.03M","-0.09%"
"03-08-2022","17,470.70","17,374.15","17,490.00","17,312.80","596.20K","0.32%"
"02-08-2022","17,415.65","17,395.20","17,485.05","17,306.00","667.75K","-0.15%"
"01-08-2022","17,441.60","17,326.75","17,458.95","17,248.45","637.80K","1.39%"
"29-07-2022","17,201.85","17,095.00","17,222.95","17,055.90","9.53M","1.61%"
"28-07-2022","16,929.60","16,769.20","16,934.85","16,743.55","8.59M","1.66%"
"27-07-2022","16,653.30","16,488.00","16,668.00","16,438.00","8.69M","0.98%"
"26-07-2022","16,491.30","16,635.10","16,635.10","16,475.15","8.01M","-0.85%"
"25-07-2022","16,632.10","16,680.00","16,705.00","16,561.50","7.91M","-0.54%"
"22-07-2022","16,722.60","16,631.10","16,757.50","16,611.00","7.91M","0.75%"
"21-07-2022","16,597.50","16,524.10","16,618.00","16,489.50","9.49M","0.47%"
"20-07-2022","16,519.60","16,521.30","16,577.60","16,492.00","10.89M","1.06%"
"19-07-2022","16,346.95","16,199.50","16,364.50","16,198.95","8.96M","0.29%"
"18-07-2022","16,300.25","16,199.00","16,520.00","16,170.45","8.10M","1.44%"
"15-07-2022","16,068.30","15,989.95","16,083.90","15,930.30","9.17M","0.85%"
"14-07-2022","15,932.55","15,980.00","16,079.00","15,860.00","12.00M","-0.30%"
"13-07-2022","15,979.90","16,097.85","16,142.45","15,962.70","11.91M","-0.40%"
"12-07-2022","16,044.25","16,126.55","16,149.75","16,026.00","11.66M","-0.98%"
"11-07-2022","16,203.50","16,152.00","16,253.20","16,106.45","10.36M","-0.13%"
"08-07-2022","16,225.20","16,248.00","16,250.00","16,160.00","9.24M","0.48%"
"07-07-2022","16,148.15","16,109.80","16,165.00","16,042.00","10.89M","0.99%"
"06-07-2022","15,990.45","15,796.85","16,020.00","15,781.05","15.68M","1.36%"
"05-07-2022","15,776.05","15,880.00","16,014.60","15,752.50","13.32M","-0.38%"
"04-07-2022","15,836.95","15,735.00","15,853.45","15,651.90","10.38M","0.52%"
"01-07-2022","15,754.25","15,704.00","15,787.25","15,513.90","15.18M","-0.16%"
"30-06-2022","15,780.25","15,765.00","15,876.60","15,712.00","10.41M","0.00%"
"29-06-2022","15,779.90","15,701.10","15,852.15","15,678.00","10.02M","-0.43%"
"28-06-2022","15,847.70","15,779.70","15,861.95","15,712.35","9.20M","0.08%"
"27-06-2022","15,835.55","15,899.95","15,930.40","15,819.10","8.93M","0.78%"
"24-06-2022","15,712.30","15,650.10","15,748.00","15,611.00","9.88M","0.89%"
"23-06-2022","15,572.95","15,431.00","15,629.00","15,360.00","16.80M","1.10%"
"22-06-2022","15,403.40","15,551.00","15,558.00","15,357.25","13.04M","-1.50%"
"21-06-2022","15,638.40","15,440.00","15,716.75","15,434.95","12.91M","1.89%"
"20-06-2022","15,347.65","15,340.00","15,384.00","15,202.30","11.27M","0.19%"
"17-06-2022","15,319.25","15,305.10","15,427.65","15,211.65","17.65M","-0.19%"
"16-06-2022","15,348.55","15,820.25","15,865.00","15,328.00","19.27M","-2.29%"
"15-06-2022","15,708.65","15,739.75","15,799.00","15,691.00","8.43M","-0.18%"
"14-06-2022","15,737.45","15,715.60","15,877.00","15,666.00","12.09M","-0.18%"
"13-06-2022","15,766.25","15,900.10","15,948.00","15,673.50","13.68M","-2.79%"
"10-06-2022","16,219.35","16,284.40","16,321.00","16,185.00","12.95M","-1.55%"
"09-06-2022","16,475.45","16,278.00","16,496.80","16,268.60","12.16M","0.68%"
"08-06-2022","16,364.80","16,471.10","16,548.00","16,310.00","13.20M","-0.39%"
"07-06-2022","16,429.25","16,487.00","16,490.00","16,354.00","10.70M","-0.92%"
"06-06-2022","16,581.25","16,550.00","16,621.75","16,460.00","9.03M","-0.14%"
"03-06-2022","16,604.65","16,761.50","16,790.00","16,578.00","10.05M","-0.10%"
"02-06-2022","16,621.20","16,448.00","16,645.00","16,430.00","12.16M","0.69%"
"01-06-2022","16,508.10","16,550.00","16,640.00","16,425.10","11.33M","-0.42%"
"31-05-2022","16,577.60","16,589.00","16,691.85","16,528.05","11.80M","-0.40%"
"30-05-2022","16,643.45","16,461.05","16,674.00","16,461.05","10.29M","1.94%"
"27-05-2022","16,326.90","16,300.05","16,349.10","16,201.05","11.21M","0.22%"
"26-05-2022","16,291.00","16,117.25","16,310.25","15,889.75","12.55M","0.93%"
"25-05-2022","16,140.50","16,129.75","16,208.50","15,933.25","6.99M","0.05%"
"24-05-2022","16,133.00","16,192.00","16,232.80","15,991.50","4.65M","-0.29%"
"23-05-2022","16,179.75","16,283.00","16,395.00","16,151.00","3.47M","-0.45%"
"20-05-2022","16,253.25","15,988.50","16,275.00","15,968.50","13.81M","3.07%"
"19-05-2022","15,769.45","15,981.30","15,981.30","15,740.00","12.71M","-2.81%"
"18-05-2022","16,226.05","16,309.90","16,363.35","16,167.80","12.58M","-0.18%"
"17-05-2022","16,254.95","15,901.05","16,275.05","15,885.05","12.36M","2.60%"
"16-05-2022","15,842.60","15,832.30","15,979.75","15,752.00","10.81M","0.35%"
"13-05-2022","15,786.60","15,968.90","16,091.00","15,744.10","16.07M","-0.15%"
